customer_id,account_num,trans_dtime,trans_type,trans_amt,balance_amt,product_id,trans_memo
C2026001,110-001-000002,2025-08-31 18:27:00,매수,3790000,36660000,FND-2026-0102,나루글로벌인컴증권투자신탁 매수
C2026001,110-001-000002,2025-10-04 02:26:00,입금,470000,37130000,FND-2026-0102,나루글로벌인컴증권투자신탁 입금
C2026001,110-001-000002,2025-11-09 03:33:00,이자,16000,37146000,FND-2026-0102,나루글로벌인컴증권투자신탁 이자
C2026001,110-001-000002,2025-12-22 05:38:00,입금,2430000,39576000,FND-2026-0102,나루글로벌인컴증권투자신탁 입금
C2026001,110-001-000003,2024-10-05 16:35:00,매수,3020000,26980000,DEP-2026-0011,나루 으뜸 정기예금 매수
C2026001,110-001-000003,2024-11-01 19:49:00,이자,6000,26986000,DEP-2026-0011,나루 으뜸 정기예금 이자
C2026001,110-001-000003,2024-11-24 23:34:00,배당,14000,27000000,DEP-2026-0011,나루 으뜸 정기예금 배당
C2026001,110-001-000003,2024-12-21 01:52:00,매도,130000,27130000,DEP-2026-0011,나루 으뜸 정기예금 매도
C2026001,110-001-000003,2025-01-12 06:54:00,입금,380000,27510000,DEP-2026-0011,나루 으뜸 정기예금 입금
C2026001,110-001-000003,2025-02-12 13:47:00,매수,910000,26600000,DEP-2026-0011,나루 으뜸 정기예금 매수
C2026001,110-001-000003,2025-03-16 16:06:00,수수료,11000,26589000,DEP-2026-0011,나루 으뜸 정기예금 수수료
C2026001,110-001-000003,2025-04-20 17:56:00,매수,800000,25789000,DEP-2026-0011,나루 으뜸 정기예금 매수
C2026001,110-001-000003,2025-05-25 19:06:00,입금,70000,25859000,DEP-2026-0011,나루 으뜸 정기예금 입금
C2026001,110-001-000004,2024-08-31 14:24:00,매수,3020000,23980000,ISA-2026-0003,나루 중개형 ISA 매수
C2026001,110-001-000004,2024-10-11 15:45:00,매도,2950000,26930000,ISA-2026-0003,나루 중개형 ISA 매도
C2026001,110-001-000004,2024-10-30 18:59:00,매도,3640000,30570000,ISA-2026-0003,나루 중개형 ISA 매도
C2026001,110-001-000004,2024-12-12 02:12:00,이자,24000,30594000,ISA-2026-0003,나루 중개형 ISA 이자
C2026001,110-001-000004,2025-01-15 03:12:00,배당,29000,30623000,ISA-2026-0003,나루 중개형 ISA 배당
C2026001,110-001-000004,2025-02-03 04:57:00,매수,3550000,27073000,ISA-2026-0003,나루 중개형 ISA 매수
C2026001,110-001-000004,2025-03-06 05:21:00,수수료,4000,27069000,ISA-2026-0003,나루 중개형 ISA 수수료
C2026001,110-001-000004,2025-04-18 08:36:00,매수,3110000,23959000,ISA-2026-0003,나루 중개형 ISA 매수
C2026001,110-001-000004,2025-05-21 14:19:00,배당,22000,23981000,ISA-2026-0003,나루 중개형 ISA 배당
C2026001,110-001-000004,2025-07-03 20:19:00,출금,1620000,22361000,ISA-2026-0003,나루 중개형 ISA 출금
C2026001,110-001-000004,2025-07-28 01:47:00,매수,1360000,21001000,ISA-2026-0003,나루 중개형 ISA 매수
C2026001,110-001-000004,2025-09-05 05:44:00,이자,12000,21013000,ISA-2026-0003,나루 중개형 ISA 이자
C2026001,110-001-000004,2025-10-14 08:06:00,입금,3180000,24193000,ISA-2026-0003,나루 중개형 ISA 입금
C2026001,110-001-000004,2025-11-04 12:23:00,수수료,32000,24161000,ISA-2026-0003,나루 중개형 ISA 수수료
C2026001,110-001-000004,2025-11-22 14:05:00,매수,720000,23441000,ISA-2026-0003,나루 중개형 ISA 매수
C2026001,110-001-000004,2025-12-18 22:02:00,매수,3560000,19881000,ISA-2026-0003,나루 중개형 ISA 매수
C2026002,110-002-000001,2024-11-01 12:02:00,입금,2240000,32240000,ELS-2026-0418,나루 주가연계증권 제418회 입금
C2026002,110-002-000001,2024-11-30 12:18:00,출금,160000,32080000,ELS-2026-0418,나루 주가연계증권 제418회 출금
C2026002,110-002-000001,2025-01-08 15:01:00,이자,13000,32093000,ELS-2026-0418,나루 주가연계증권 제418회 이자
C2026002,110-002-000001,2025-01-31 15:50:00,입금,1770000,33863000,ELS-2026-0418,나루 주가연계증권 제418회 입금
C2026002,110-002-000001,2025-03-14 22:34:00,배당,39000,33902000,ELS-2026-0418,나루 주가연계증권 제418회 배당
C2026002,110-002-000001,2025-04-05 04:56:00,매수,1180000,32722000,ELS-2026-0418,나루 주가연계증권 제418회 매수
C2026002,110-002-000001,2025-05-18 09:51:00,출금,2520000,30202000,ELS-2026-0418,나루 주가연계증권 제418회 출금
C2026002,110-002-000001,2025-06-15 12:48:00,배당,5000,30207000,ELS-2026-0418,나루 주가연계증권 제418회 배당
C2026002,110-002-000001,2025-07-05 16:06:00,수수료,18000,30189000,ELS-2026-0418,나루 주가연계증권 제418회 수수료
C2026002,110-002-000001,2025-08-08 20:54:00,매수,2140000,28049000,ELS-2026-0418,나루 주가연계증권 제418회 매수
C2026002,110-002-000001,2025-09-09 01:12:00,출금,3550000,24499000,ELS-2026-0418,나루 주가연계증권 제418회 출금
C2026002,110-002-000001,2025-10-16 01:38:00,수수료,4000,24495000,ELS-2026-0418,나루 주가연계증권 제418회 수수료
C2026002,110-002-000002,2024-09-13 10:57:00,매도,1110000,29110000,FND-2025-0088,나루코리아배당주증권투자신탁 매도
C2026002,110-002-000002,2024-10-24 14:50:00,출금,3940000,25170000,FND-2025-0088,나루코리아배당주증권투자신탁 출금
C2026002,110-002-000002,2024-11-28 21:13:00,이자,29000,25199000,FND-2025-0088,나루코리아배당주증권투자신탁 이자
C2026002,110-002-000002,2024-12-18 23:14:00,이자,10000,25209000,FND-2025-0088,나루코리아배당주증권투자신탁 이자
C2026002,110-002-000002,2025-01-10 01:23:00,매수,2270000,22939000,FND-2025-0088,나루코리아배당주증권투자신탁 매수
C2026002,110-002-000002,2025-02-03 02:13:00,출금,3890000,19049000,FND-2025-0088,나루코리아배당주증권투자신탁 출금
C2026002,110-002-000002,2025-03-13 10:10:00,수수료,7000,19042000,FND-2025-0088,나루코리아배당주증권투자신탁 수수료
C2026002,110-002-000002,2025-04-20 16:48:00,입금,1060000,20102000,FND-2025-0088,나루코리아배당주증권투자신탁 입금
C2026002,110-002-000002,2025-05-29 21:17:00,수수료,33000,20069000,FND-2025-0088,나루코리아배당주증권투자신탁 수수료
C2026002,110-002-000002,2025-06-26 00:17:00,매수,790000,19279000,FND-2025-0088,나루코리아배당주증권투자신탁 매수
C2026002,110-002-000002,2025-08-07 06:31:00,수수료,35000,19244000,FND-2025-0088,나루코리아배당주증권투자신탁 수수료
C2026002,110-002-000002,2025-08-30 08:36:00,입금,240000,19484000,FND-2025-0088,나루코리아배당주증권투자신탁 입금
C2026002,110-002-000002,2025-10-08 15:45:00,매도,2210000,21694000,FND-2025-0088,나루코리아배당주증권투자신탁 매도
C2026002,110-002-000002,2025-11-08 21:44:00,매수,2770000,18924000,FND-2025-0088,나루코리아배당주증권투자신탁 매수
C2026002,110-002-000002,2025-11-29 23:38:00,매수,2540000,16384000,FND-2025-0088,나루코리아배당주증권투자신탁 매수
C2026002,110-002-000002,2026-01-13 03:51:00,매수,640000,15744000,FND-2025-0088,나루코리아배당주증권투자신탁 매수
C2026002,110-002-000002,2026-02-10 07:04:00,수수료,5000,15739000,FND-2025-0088,나루코리아배당주증권투자신탁 수수료
C2026002,110-002-000002,2026-03-27 14:34:00,입금,300000,16039000,FND-2025-0088,나루코리아배당주증권투자신탁 입금
C2026002,110-002-000002,2026-04-14 19:36:00,이자,5000,16044000,FND-2025-0088,나루코리아배당주증권투자신탁 이자
C2026002,110-002-000002,2026-05-28 00:18:00,수수료,37000,16007000,FND-2025-0088,나루코리아배당주증권투자신탁 수수료
C2026002,110-002-000003,2024-10-11 14:22:00,매도,690000,25690000,DEP-2026-0011,나루 으뜸 정기예금 매도
C2026002,110-002-000003,2024-11-22 16:07:00,이자,27000,25717000,DEP-2026-0011,나루 으뜸 정기예금 이자
C2026002,110-002-000003,2024-12-19 20:26:00,입금,190000,25907000,DEP-2026-0011,나루 으뜸 정기예금 입금
C2026002,110-002-000003,2025-01-07 21:50:00,입금,70000,25977000,DEP-2026-0011,나루 으뜸 정기예금 입금
C2026002,110-002-000003,2025-02-10 04:27:00,이자,31000,26008000,DEP-2026-0011,나루 으뜸 정기예금 이자
C2026002,110-002-000003,2025-03-27 04:45:00,수수료,22000,25986000,DEP-2026-0011,나루 으뜸 정기예금 수수료
C2026002,110-002-000003,2025-04-23 07:00:00,이자,35000,26021000,DEP-2026-0011,나루 으뜸 정기예금 이자
C2026002,110-002-000003,2025-05-26 12:43:00,매수,2090000,23931000,DEP-2026-0011,나루 으뜸 정기예금 매수
C2026002,110-002-000003,2025-06-24 14:56:00,입금,1740000,25671000,DEP-2026-0011,나루 으뜸 정기예금 입금
C2026002,110-002-000003,2025-07-12 20:24:00,매수,1400000,24271000,DEP-2026-0011,나루 으뜸 정기예금 매수
C2026002,110-002-000004,2024-09-11 10:57:00,입금,2900000,15900000,ISA-2026-0003,나루 중개형 ISA 입금
C2026002,110-002-000004,2024-10-26 11:25:00,이자,23000,15923000,ISA-2026-0003,나루 중개형 ISA 이자
C2026002,110-002-000004,2024-11-27 14:19:00,배당,8000,15931000,ISA-2026-0003,나루 중개형 ISA 배당
C2026002,110-002-000004,2024-12-26 16:05:00,이자,31000,15962000,ISA-2026-0003,나루 중개형 ISA 이자
C2026002,110-002-000004,2025-01-22 18:47:00,수수료,8000,15954000,ISA-2026-0003,나루 중개형 ISA 수수료
C2026002,110-002-000004,2025-02-25 21:22:00,입금,2220000,18174000,ISA-2026-0003,나루 중개형 ISA 입금
C2026002,110-002-000004,2025-04-11 01:02:00,입금,3470000,21644000,ISA-2026-0003,나루 중개형 ISA 입금
C2026002,110-002-000004,2025-05-14 03:47:00,수수료,16000,21628000,ISA-2026-0003,나루 중개형 ISA 수수료
C2026002,110-002-000004,2025-06-28 08:11:00,수수료,17000,21611000,ISA-2026-0003,나루 중개형 ISA 수수료
C2026002,110-002-000004,2025-07-29 15:24:00,입금,1890000,23501000,ISA-2026-0003,나루 중개형 ISA 입금
C2026002,110-002-000004,2025-09-04 22:40:00,수수료,14000,23487000,ISA-2026-0003,나루 중개형 ISA 수수료
C2026002,110-002-000004,2025-10-05 03:56:00,출금,3710000,19777000,ISA-2026-0003,나루 중개형 ISA 출금
C2026003,110-003-000001,2024-09-15 12:57:00,입금,1800000,13800000,ELS-2026-0418,나루 주가연계증권 제418회 입금
C2026003,110-003-000001,2024-10-16 18:52:00,이자,12000,13812000,ELS-2026-0418,나루 주가연계증권 제418회 이자
C2026003,110-003-000001,2024-11-26 01:41:00,입금,3260000,17072000,ELS-2026-0418,나루 주가연계증권 제418회 입금
C2026003,110-003-000001,2025-01-09 08:17:00,수수료,11000,17061000,ELS-2026-0418,나루 주가연계증권 제418회 수수료
C2026003,110-003-000001,2025-02-10 10:32:00,매수,2170000,14891000,ELS-2026-0418,나루 주가연계증권 제418회 매수
C2026003,110-003-000001,2025-03-10 16:00:00,배당,8000,14899000,ELS-2026-0418,나루 주가연계증권 제418회 배당
C2026003,110-003-000001,2025-04-12 21:59:00,입금,530000,15429000,ELS-2026-0418,나루 주가연계증권 제418회 입금
C2026003,110-003-000001,2025-05-15 02:57:00,이자,18000,15447000,ELS-2026-0418,나루 주가연계증권 제418회 이자
C2026003,110-003-000001,2025-06-19 05:13:00,매수,3070000,12377000,ELS-2026-0418,나루 주가연계증권 제418회 매수
C2026003,110-003-000001,2025-07-11 07:27:00,입금,730000,13107000,ELS-2026-0418,나루 주가연계증권 제418회 입금
C2026003,110-003-000001,2025-08-04 11:31:00,이자,8000,13115000,ELS-2026-0418,나루 주가연계증권 제418회 이자
C2026003,110-003-000001,2025-09-04 19:02:00,이자,32000,13147000,ELS-2026-0418,나루 주가연계증권 제418회 이자
C2026003,110-003-000002,2024-08-20 11:29:00,수수료,11000,5989000,DEP-2026-0025,나루 주거래 적금 수수료
C2026003,110-003-000002,2024-09-23 12:51:00,매수,1240000,4749000,DEP-2026-0025,나루 주거래 적금 매수
C2026003,110-003-000002,2024-11-06 20:47:00,입금,610000,5359000,DEP-2026-0025,나루 주거래 적금 입금
C2026003,110-003-000002,2024-12-09 23:20:00,수수료,37000,5322000,DEP-2026-0025,나루 주거래 적금 수수료
C2026003,110-003-000002,2025-01-24 06:58:00,입금,710000,6032000,DEP-2026-0025,나루 주거래 적금 입금
C2026003,110-003-000002,2025-03-06 12:32:00,입금,1210000,7242000,DEP-2026-0025,나루 주거래 적금 입금
C2026003,110-003-000002,2025-04-04 12:56:00,입금,3780000,11022000,DEP-2026-0025,나루 주거래 적금 입금
C2026003,110-003-000002,2025-05-14 16:12:00,이자,24000,11046000,DEP-2026-0025,나루 주거래 적금 이자
C2026003,110-003-000002,2025-06-16 17:24:00,입금,3490000,14536000,DEP-2026-0025,나루 주거래 적금 입금
C2026003,110-003-000002,2025-07-20 21:09:00,수수료,35000,14501000,DEP-2026-0025,나루 주거래 적금 수수료
C2026003,110-003-000002,2025-08-28 00:05:00,이자,1000,14502000,DEP-2026-0025,나루 주거래 적금 이자
C2026003,110-003-000002,2025-09-26 02:28:00,이자,26000,14528000,DEP-2026-0025,나루 주거래 적금 이자
C2026003,110-003-000002,2025-10-24 06:07:00,이자,7000,14535000,DEP-2026-0025,나루 주거래 적금 이자
C2026003,110-003-000002,2025-12-05 08:12:00,입금,3260000,17795000,DEP-2026-0025,나루 주거래 적금 입금
C2026003,110-003-000002,2026-01-17 09:01:00,배당,14000,17809000,DEP-2026-0025,나루 주거래 적금 배당
C2026003,110-003-000002,2026-03-03 13:40:00,매수,310000,17499000,DEP-2026-0025,나루 주거래 적금 매수
C2026003,110-003-000002,2026-03-25 16:23:00,매수,3210000,14289000,DEP-2026-0025,나루 주거래 적금 매수
C2026003,110-003-000002,2026-04-24 18:06:00,입금,710000,14999000,DEP-2026-0025,나루 주거래 적금 입금
C2026003,110-003-000002,2026-06-02 20:09:00,출금,760000,14239000,DEP-2026-0025,나루 주거래 적금 출금
C2026003,110-003-000003,2024-09-27 14:25:00,이자,23000,5023000,ISA-2026-0003,나루 중개형 ISA 이자
C2026003,110-003-000003,2024-11-09 15:50:00,입금,1360000,6383000,ISA-2026-0003,나루 중개형 ISA 입금
C2026003,110-003-000003,2024-12-02 18:41:00,수수료,15000,6368000,ISA-2026-0003,나루 중개형 ISA 수수료
C2026003,110-003-000003,2025-01-06 19:19:00,수수료,2000,6366000,ISA-2026-0003,나루 중개형 ISA 수수료
C2026003,110-003-000003,2025-02-21 00:42:00,입금,990000,7356000,ISA-2026-0003,나루 중개형 ISA 입금
C2026003,110-003-000003,2025-03-31 04:35:00,수수료,21000,7335000,ISA-2026-0003,나루 중개형 ISA 수수료
C2026003,110-003-000003,2025-05-13 07:48:00,이자,33000,7368000,ISA-2026-0003,나루 중개형 ISA 이자
C2026003,110-003-000003,2025-06-27 10:28:00,매도,2840000,10208000,ISA-2026-0003,나루 중개형 ISA 매도
C2026003,110-003-000003,2025-07-22 12:39:00,입금,2590000,12798000,ISA-2026-0003,나루 중개형 ISA 입금
C2026003,110-003-000003,2025-08-16 16:56:00,출금,3760000,9038000,ISA-2026-0003,나루 중개형 ISA 출금
C2026003,110-003-000003,2025-09-30 18:12:00,매도,3980000,13018000,ISA-2026-0003,나루 중개형 ISA 매도
C2026004,110-004-000001,2024-09-15 14:19:00,출금,1080000,13920000,DEP-2026-0011,나루 으뜸 정기예금 출금
C2026004,110-004-000001,2024-10-20 19:16:00,출금,440000,13480000,DEP-2026-0011,나루 으뜸 정기예금 출금
C2026004,110-004-000001,2024-11-18 02:47:00,입금,2860000,16340000,DEP-2026-0011,나루 으뜸 정기예금 입금
C2026004,110-004-000001,2024-12-24 04:05:00,매수,1300000,15040000,DEP-2026-0011,나루 으뜸 정기예금 매수
C2026004,110-004-000001,2025-01-12 04:53:00,출금,410000,14630000,DEP-2026-0011,나루 으뜸 정기예금 출금
C2026004,110-004-000001,2025-02-18 06:58:00,수수료,6000,14624000,DEP-2026-0011,나루 으뜸 정기예금 수수료
C2026004,110-004-000001,2025-03-30 08:13:00,입금,1620000,16244000,DEP-2026-0011,나루 으뜸 정기예금 입금
C2026004,110-004-000001,2025-05-10 08:13:00,매수,740000,15504000,DEP-2026-0011,나루 으뜸 정기예금 매수
C2026004,110-004-000001,2025-06-22 08:47:00,이자,32000,15536000,DEP-2026-0011,나루 으뜸 정기예금 이자
C2026004,110-004-000001,2025-07-25 14:56:00,매수,2140000,13396000,DEP-2026-0011,나루 으뜸 정기예금 매수
C2026004,110-004-000001,2025-09-05 19:53:00,입금,3940000,17336000,DEP-2026-0011,나루 으뜸 정기예금 입금
C2026004,110-004-000001,2025-10-17 03:01:00,배당,23000,17359000,DEP-2026-0011,나루 으뜸 정기예금 배당
C2026004,110-004-000001,2025-11-27 08:04:00,출금,560000,16799000,DEP-2026-0011,나루 으뜸 정기예금 출금
C2026004,110-004-000001,2026-01-01 09:41:00,매도,3000000,19799000,DEP-2026-0011,나루 으뜸 정기예금 매도
C2026004,110-004-000002,2024-09-28 10:34:00,매수,1410000,4590000,PEN-2024-0007,나루 연금저축보험 매수
C2026004,110-004-000002,2024-10-19 18:15:00,배당,19000,4609000,PEN-2024-0007,나루 연금저축보험 배당
C2026004,110-004-000002,2024-11-09 00:30:00,매도,270000,4879000,PEN-2024-0007,나루 연금저축보험 매도
C2026004,110-004-000002,2024-12-10 04:40:00,배당,10000,4889000,PEN-2024-0007,나루 연금저축보험 배당
C2026004,110-004-000002,2025-01-02 06:52:00,이자,25000,4914000,PEN-2024-0007,나루 연금저축보험 이자
C2026004,110-004-000002,2025-02-15 09:42:00,이자,29000,4943000,PEN-2024-0007,나루 연금저축보험 이자
C2026004,110-004-000002,2025-03-13 15:32:00,매수,2850000,2093000,PEN-2024-0007,나루 연금저축보험 매수
C2026004,110-004-000002,2025-04-14 21:35:00,입금,3490000,5583000,PEN-2024-0007,나루 연금저축보험 입금
C2026004,110-004-000002,2025-05-27 05:18:00,입금,830000,6413000,PEN-2024-0007,나루 연금저축보험 입금
C2026004,110-004-000002,2025-06-16 12:39:00,수수료,36000,6377000,PEN-2024-0007,나루 연금저축보험 수수료
C2026004,110-004-000002,2025-07-16 17:25:00,이자,21000,6398000,PEN-2024-0007,나루 연금저축보험 이자
C2026004,110-004-000002,2025-08-21 23:51:00,이자,6000,6404000,PEN-2024-0007,나루 연금저축보험 이자
C2026004,110-004-000002,2025-09-19 03:13:00,매수,290000,6114000,PEN-2024-0007,나루 연금저축보험 매수
C2026004,110-004-000002,2025-10-31 06:46:00,출금,3770000,2344000,PEN-2024-0007,나루 연금저축보험 출금
C2026004,110-004-000002,2025-11-28 09:41:00,입금,90000,2434000,PEN-2024-0007,나루 연금저축보험 입금
C2026004,110-004-000002,2025-12-29 14:08:00,매도,1280000,3714000,PEN-2024-0007,나루 연금저축보험 매도
C2026004,110-004-000002,2026-01-27 15:52:00,이자,5000,3719000,PEN-2024-0007,나루 연금저축보험 이자
C2026004,110-004-000002,2026-03-02 18:12:00,이자,27000,3746000,PEN-2024-0007,나루 연금저축보험 이자
C2026004,110-004-000002,2026-03-24 01:04:00,매수,1360000,2386000,PEN-2024-0007,나루 연금저축보험 매수
C2026004,110-004-000002,2026-05-04 03:46:00,매수,640000,1746000,PEN-2024-0007,나루 연금저축보험 매수
C2026004,110-004-000003,2024-10-10 10:34:00,입금,3690000,6490000,DEP-2026-0025,나루 주거래 적금 입금
C2026004,110-004-000003,2024-11-01 14:43:00,매도,2060000,8550000,DEP-2026-0025,나루 주거래 적금 매도
C2026004,110-004-000003,2024-11-30 21:35:00,입금,2460000,11010000,DEP-2026-0025,나루 주거래 적금 입금
C2026004,110-004-000003,2024-12-20 00:01:00,입금,930000,11940000,DEP-2026-0025,나루 주거래 적금 입금
C2026004,110-004-000003,2025-01-07 04:47:00,입금,2900000,14840000,DEP-2026-0025,나루 주거래 적금 입금
C2026004,110-004-000003,2025-02-05 07:30:00,입금,880000,15720000,DEP-2026-0025,나루 주거래 적금 입금
C2026004,110-004-000003,2025-03-04 11:47:00,출금,1280000,14440000,DEP-2026-0025,나루 주거래 적금 출금
C2026004,110-004-000003,2025-04-13 14:45:00,매수,1570000,12870000,DEP-2026-0025,나루 주거래 적금 매수
C2026004,110-004-000003,2025-05-02 22:14:00,출금,900000,11970000,DEP-2026-0025,나루 주거래 적금 출금
C2026004,110-004-000003,2025-06-12 01:43:00,입금,3270000,15240000,DEP-2026-0025,나루 주거래 적금 입금
C2026004,110-004-000003,2025-07-24 08:06:00,이자,24000,15264000,DEP-2026-0025,나루 주거래 적금 이자
C2026004,110-004-000003,2025-09-07 08:52:00,입금,770000,16034000,DEP-2026-0025,나루 주거래 적금 입금
C2026004,110-004-000003,2025-10-21 16:37:00,매수,3390000,12644000,DEP-2026-0025,나루 주거래 적금 매수
C2026004,110-004-000003,2025-11-18 21:06:00,매수,2300000,10344000,DEP-2026-0025,나루 주거래 적금 매수
C2026004,110-004-000003,2025-12-07 23:03:00,매수,2290000,8054000,DEP-2026-0025,나루 주거래 적금 매수
C2026004,110-004-000003,2026-01-06 06:23:00,입금,2310000,10364000,DEP-2026-0025,나루 주거래 적금 입금
C2026005,110-005-000001,2024-10-23 09:05:00,입금,160000,50160000,ELS-2026-0417,나루 주가연계증권 제417회 입금
C2026005,110-005-000001,2024-11-29 11:21:00,입금,1900000,52060000,ELS-2026-0417,나루 주가연계증권 제417회 입금
C2026005,110-005-000001,2024-12-23 17:26:00,입금,2020000,54080000,ELS-2026-0417,나루 주가연계증권 제417회 입금
C2026005,110-005-000001,2025-02-05 23:37:00,입금,3370000,57450000,ELS-2026-0417,나루 주가연계증권 제417회 입금
C2026005,110-005-000001,2025-03-13 01:54:00,매수,2080000,55370000,ELS-2026-0417,나루 주가연계증권 제417회 매수
C2026005,110-005-000001,2025-04-01 02:04:00,출금,2440000,52930000,ELS-2026-0417,나루 주가연계증권 제417회 출금
C2026005,110-005-000001,2025-04-30 08:47:00,수수료,21000,52909000,ELS-2026-0417,나루 주가연계증권 제417회 수수료
C2026005,110-005-000001,2025-05-21 10:48:00,입금,1590000,54499000,ELS-2026-0417,나루 주가연계증권 제417회 입금
C2026005,110-005-000001,2025-06-29 18:04:00,매도,2980000,57479000,ELS-2026-0417,나루 주가연계증권 제417회 매도
C2026005,110-005-000001,2025-08-02 21:27:00,매수,3730000,53749000,ELS-2026-0417,나루 주가연계증권 제417회 매수
C2026005,110-005-000001,2025-09-07 22:05:00,출금,2600000,51149000,ELS-2026-0417,나루 주가연계증권 제417회 출금
C2026005,110-005-000001,2025-09-29 02:11:00,매수,1770000,49379000,ELS-2026-0417,나루 주가연계증권 제417회 매수
C2026005,110-005-000001,2025-10-20 06:21:00,이자,37000,49416000,ELS-2026-0417,나루 주가연계증권 제417회 이자
C2026005,110-005-000001,2025-11-23 12:57:00,매수,230000,49186000,ELS-2026-0417,나루 주가연계증권 제417회 매수
C2026005,110-005-000001,2026-01-02 13:02:00,이자,35000,49221000,ELS-2026-0417,나루 주가연계증권 제417회 이자
C2026005,110-005-000001,2026-01-31 13:48:00,입금,410000,49631000,ELS-2026-0417,나루 주가연계증권 제417회 입금
C2026005,110-005-000001,2026-03-16 16:59:00,입금,1960000,51591000,ELS-2026-0417,나루 주가연계증권 제417회 입금
C2026005,110-005-000001,2026-04-30 19:32:00,매수,160000,51431000,ELS-2026-0417,나루 주가연계증권 제417회 매수
C2026005,110-005-000001,2026-05-29 19:40:00,배당,23000,51454000,ELS-2026-0417,나루 주가연계증권 제417회 배당
C2026005,110-005-000001,2026-07-06 22:36:00,수수료,19000,51435000,ELS-2026-0417,나루 주가연계증권 제417회 수수료
C2026005,110-005-000002,2024-10-17 13:02:00,입금,2160000,27160000,ELS-2026-0418,나루 주가연계증권 제418회 입금
C2026005,110-005-000002,2024-11-21 14:24:00,매수,2930000,24230000,ELS-2026-0418,나루 주가연계증권 제418회 매수
C2026005,110-005-000002,2024-12-18 16:04:00,수수료,37000,24193000,ELS-2026-0418,나루 주가연계증권 제418회 수수료
C2026005,110-005-000002,2025-01-08 16:35:00,출금,730000,23463000,ELS-2026-0418,나루 주가연계증권 제418회 출금
C2026005,110-005-000002,2025-01-30 20:40:00,이자,18000,23481000,ELS-2026-0418,나루 주가연계증권 제418회 이자
